iter	Passed	Remaining
3216	116952	246592
3217	116988	246556
3218	117027	246523
3219	117063	246487
3220	117098	246448
3221	117134	246412
3222	117171	246377
3223	117207	246338
3224	117244	246305
3225	117283	246272
3226	117319	246236
3227	117354	246197
3228	117388	246156
3229	117423	246116
3230	117459	246078
3231	117495	246042
3232	117530	246002
3233	117565	245964
3234	117602	245929
3235	117637	245890
3236	117674	245855
3237	117710	245817
3238	117747	245782
3239	117784	245746
3240	117818	245706
3241	117855	245671
3242	117890	245633
3243	117927	245597
3244	117962	245559
3245	117997	245518
3246	118032	245479
3247	118064	245434
3248	118100	245396
3249	118135	245358
3250	118171	245321
3251	118207	245284
3252	118241	245242
3253	118278	245207
3254	118313	245169
3255	118350	245133
3256	118383	245091
3257	118420	245054
3258	118455	245016
3259	118490	244977
3260	118525	244938
3261	118560	244900
3262	118595	244859
3263	118631	244821
3264	118668	244787
3265	118703	244749
3266	118740	244712
3267	118776	244676
3268	118811	244636
3269	118848	244603
3270	118884	244566
3271	118920	244527
3272	118954	244487
3273	118990	244451
3274	119029	244418
3275	119064	244380
3276	119093	244328
3277	119123	244280
3278	119161	244246
3279	119199	244212
3280	119235	244175
3281	119269	244135
3282	119306	244100
3283	119340	244060
3284	119378	244025
3285	119413	243986
3286	119448	243948
3287	119482	243908
3288	119518	243870
3289	119553	243830
3290	119588	243792
3291	119625	243757
3292	119662	243721
3293	119698	243685
3294	119734	243647
3295	119770	243610
3296	119806	243573
3297	119843	243539
3298	119879	243501
3299	119913	243460
3300	119947	243419
3301	119983	243382
3302	120018	243343
3303	120053	243305
3304	120091	243271
3305	120126	243233
3306	120163	243197
3307	120198	243158
3308	120235	243124
3309	120271	243086
3310	120299	243032
3311	120329	242985
3312	120368	242952
3313	120403	242913
3314	120437	242872
3315	120473	242835
3316	120508	242797
3317	120546	242764
3318	120582	242726
3319	120618	242689
3320	120654	242653
3321	120688	242611
3322	120722	242570
3323	120759	242535
3324	120794	242496
3325	120828	242456
3326	120864	242420
3327	120900	242381
3328	120936	242345
3329	120974	242311
3330	121008	242271
3331	121044	242233
3332	121081	242198
3333	121117	242161
3334	121151	242121
3335	121185	242079
3336	121220	242041
3337	121256	242003
3338	121290	241963
3339	121325	241925
3340	121363	241890
3341	121398	241851
3342	121434	241814
3343	121469	241776
3344	121504	241737
3345	121542	241705
3346	121577	241665
3347	121614	241630
3348	121649	241592
3349	121686	241557
3350	121722	241519
3351	121759	241484
3352	121794	241445
3353	121829	241407
3354	121865	241370
3355	121902	241335
3356	121939	241300
3357	121973	241259
3358	122009	241221
3359	122043	241180
3360	122078	241142
3361	122114	241105
3362	122149	241065
3363	122183	241026
3364	122218	240986
3365	122256	240953
3366	122291	240914
3367	122326	240876
3368	122360	240834
3369	122398	240802
3370	122433	240763
3371	122467	240722
3372	122502	240682
3373	122538	240646
3374	122572	240606
3375	122608	240568
3376	122644	240531
3377	122680	240494
3378	122716	240456
3379	122750	240416
3380	122785	240378
3381	122820	240338
3382	122856	240301
3383	122891	240263
3384	122931	240233
3385	122966	240195
3386	123003	240159
3387	123042	240129
3388	123076	240088
3389	123111	240050
3390	123150	240018
3391	123185	239980
3392	123222	239944
3393	123257	239905
3394	123292	239867
3395	123330	239833
3396	123366	239796
3397	123401	239756
3398	123438	239723
3399	123474	239685
3400	123510	239648
3401	123547	239613
3402	123581	239572
3403	123616	239534
3404	123651	239496
3405	123687	239458
3406	123723	239422
3407	123759	239385
3408	123794	239346
3409	123831	239309
3410	123865	239269
3411	123901	239233
3412	123938	239198
3413	123971	239155
3414	124007	239118
3415	124043	239080
3416	124077	239041
3417	124113	239004
3418	124152	238972
3419	124187	238933
3420	124222	238895
3421	124257	238855
3422	124293	238819
3423	124328	238780
3424	124363	238741
3425	124399	238705
3426	124434	238665
3427	124472	238632
3428	124507	238593
3429	124543	238556
3430	124577	238516
3431	124614	238480
3432	124651	238447
3433	124689	238413
3434	124724	238374
3435	124759	238336
3436	124797	238302
3437	124832	238264
3438	124868	238226
3439	124902	238185
3440	124936	238145
3441	124973	238109
3442	125010	238074
3443	125045	238037
3444	125079	237996
3445	125114	237957
3446	125149	237918
3447	125184	237880
3448	125219	237840
3449	125252	237797
3450	125287	237758
3451	125321	237719
3452	125357	237681
3453	125394	237646
3454	125430	237610
3455	125466	237573
3456	125505	237541
3457	125540	237503
3458	125575	237465
3459	125612	237430
3460	125648	237392
3461	125685	237357
3462	125719	237317
3463	125757	237284
3464	125792	237244
3465	125826	237205
3466	125862	237167
3467	125896	237127
3468	125932	237090
3469	125971	237057
3470	126008	237024
3471	126043	236985
3472	126081	236951
3473	126116	236913
3474	126152	236876
3475	126187	236838
3476	126222	236799
3477	126259	236762
3478	126295	236726
